start,end,name
683.2,688.7,STIM_ferretmixed41.wav
683.2,688.7,REFERENCE
683.2,685.2,PreStimSilence
688.2,688.7,PostStimSilence
688.8,694.3009999999999,TRIAL
688.8,694.3,STIM_ferretmixed42.wav
688.8,694.3,REFERENCE
688.8,690.8,PreStimSilence
693.8,694.3,PostStimSilence
694.4,699.901,TRIAL
694.4,699.9,STIM_ferretmixed41.wav
694.4,699.9,REFERENCE
694.4,696.4,PreStimSilence
699.4,699.9,PostStimSilence
700.0,705.501,TRIAL
700.0,705.5,STIM_ferretmixed42.wav
700.0,705.5,REFERENCE
700.0,702.0,PreStimSilence
705.0,705.5,PostStimSilence
705.6,711.101,TRIAL
705.6,711.1,STIM_ferretmixed42.wav
705.6,711.1,REFERENCE
705.6,707.6,PreStimSilence
710.6,711.1,PostStimSilence
711.2,716.701,TRIAL
711.2,716.7,STIM_ferretmixed41.wav
711.2,716.7,REFERENCE
711.2,713.2,PreStimSilence
716.2,716.7,PostStimSilence
716.8,722.3009999999999,TRIAL
716.8,722.3,STIM_ferretmixed42.wav
716.8,722.3,REFERENCE
716.8,718.8,PreStimSilence
721.8,722.3,PostStimSilence
722.4,727.901,TRIAL
722.4,727.9,STIM_ferretmixed41.wav
722.4,727.9,REFERENCE
722.4,724.4,PreStimSilence
727.4,727.9,PostStimSilence
728.0,733.501,TRIAL
728.0,733.5,STIM_ferretmixed42.wav
728.0,733.5,REFERENCE
728.0,730.0,PreStimSilence
733.0,733.5,PostStimSilence
733.6,739.101,TRIAL
733.6,739.1,STIM_ferretmixed41.wav
733.6,739.1,REFERENCE
733.6,735.6,PreStimSilence
738.6,739.1,PostStimSilence
739.2,744.701,TRIAL
739.2,744.7,STIM_ferretmixed41.wav
739.2,744.7,REFERENCE
739.2,741.2,PreStimSilence
744.2,744.7,PostStimSilence
744.8,750.3009999999999,TRIAL
744.8,750.3,STIM_ferretmixed42.wav
744.8,750.3,REFERENCE
744.8,746.8,PreStimSilence
749.8,750.3,PostStimSilence
750.4,755.901,TRIAL
750.4,755.9,STIM_ferretmixed41.wav
750.4,755.9,REFERENCE
750.4,752.4,PreStimSilence
755.4,755.9,PostStimSilence
756.0,761.501,TRIAL
756.0,761.5,STIM_ferretmixed42.wav
756.0,761.5,REFERENCE
756.0,758.0,PreStimSilence
761.0,761.5,PostStimSilence
761.6,767.101,TRIAL
761.6,767.1,STIM_ferretmixed42.wav
761.6,767.1,REFERENCE
761.6,763.6,PreStimSilence
766.6,767.1,PostStimSilence
767.2,772.701,TRIAL
767.2,772.7,STIM_ferretmixed41.wav
767.2,772.7,REFERENCE
767.2,769.2,PreStimSilence
772.2,772.7,PostStimSilence
772.8,778.3009999999999,TRIAL
772.8,778.3,STIM_ferretmixed42.wav
772.8,778.3,REFERENCE
772.8,774.8,PreStimSilence
777.8,778.3,PostStimSilence
778.4,783.901,TRIAL
778.4,783.9,STIM_ferretmixed41.wav
778.4,783.9,REFERENCE
778.4,780.4,PreStimSilence
783.4,783.9,PostStimSilence
784.0,789.501,TRIAL
784.0,789.5,STIM_ferretmixed42.wav
784.0,789.5,REFERENCE
784.0,786.0,PreStimSilence
789.0,789.5,PostStimSilence
789.6,795.101,TRIAL
789.6,795.1,STIM_ferretmixed41.wav
789.6,795.1,REFERENCE
789.6,791.6,PreStimSilence
794.6,795.1,PostStimSilence
795.2,800.701,TRIAL
795.2,800.7,STIM_ferretmixed42.wav
795.2,800.7,REFERENCE
795.2,797.2,PreStimSilence
800.2,800.7,PostStimSilence
800.8,806.3009999999999,TRIAL
800.8,806.3,STIM_ferretmixed41.wav
800.8,806.3,REFERENCE
800.8,802.8,PreStimSilence
805.8,806.3,PostStimSilence
806.4,811.901,TRIAL
806.4,811.9,STIM_ferretmixed41.wav
806.4,811.9,REFERENCE
806.4,808.4,PreStimSilence
811.4,811.9,PostStimSilence
812.0,817.501,TRIAL
812.0,817.5,STIM_ferretmixed42.wav
812.0,817.5,REFERENCE
812.0,814.0,PreStimSilence
817.0,817.5,PostStimSilence
817.6,823.101,TRIAL
817.6,823.1,STIM_ferretmixed41.wav
817.6,823.1,REFERENCE
817.6,819.6,PreStimSilence
822.6,823.1,PostStimSilence
823.2,828.701,TRIAL
823.2,828.7,STIM_ferretmixed42.wav
823.2,828.7,REFERENCE
823.2,825.2,PreStimSilence
828.2,828.7,PostStimSilence
828.8,834.3009999999999,TRIAL
828.8,834.3,STIM_ferretmixed42.wav
828.8,834.3,REFERENCE
828.8,830.8,PreStimSilence
833.8,834.3,PostStimSilence
834.4,839.901,TRIAL
834.4,839.9,STIM_ferretmixed41.wav
834.4,839.9,REFERENCE
834.4,836.4,PreStimSilence
839.4,839.9,PostStimSilence
840.0,845.501,TRIAL
840.0,845.5,STIM_ferretmixed41.wav
840.0,845.5,REFERENCE
840.0,842.0,PreStimSilence
845.0,845.5,PostStimSilence
845.6,851.101,TRIAL
845.6,851.1,STIM_ferretmixed42.wav
845.6,851.1,REFERENCE
845.6,847.6,PreStimSilence
850.6,851.1,PostStimSilence
851.2,856.701,TRIAL
851.2,856.7,STIM_ferretmixed41.wav
851.2,856.7,REFERENCE
851.2,853.2,PreStimSilence
856.2,856.7,PostStimSilence
856.8,862.3009999999999,TRIAL
856.8,862.3,STIM_ferretmixed42.wav
856.8,862.3,REFERENCE
856.8,858.8,PreStimSilence
861.8,862.3,PostStimSilence
862.4,867.901,TRIAL
862.4,867.9,STIM_ferretmixed42.wav
862.4,867.9,REFERENCE
862.4,864.4,PreStimSilence
867.4,867.9,PostStimSilence
868.0,873.501,TRIAL
868.0,873.5,STIM_ferretmixed41.wav
868.0,873.5,REFERENCE
868.0,870.0,PreStimSilence
873.0,873.5,PostStimSilence
873.6,879.101,TRIAL
873.6,879.1,STIM_ferretmixed42.wav
873.6,879.1,REFERENCE
873.6,875.6,PreStimSilence
878.6,879.1,PostStimSilence
879.2,884.701,TRIAL
879.2,884.7,STIM_ferretmixed41.wav
879.2,884.7,REFERENCE
879.2,881.2,PreStimSilence
884.2,884.7,PostStimSilence
884.8,890.3009999999999,TRIAL
884.8,890.3,STIM_ferretmixed42.wav
884.8,890.3,REFERENCE
884.8,886.8,PreStimSilence
889.8,890.3,PostStimSilence
890.4,895.901,TRIAL
890.4,895.9,STIM_ferretmixed41.wav
890.4,895.9,REFERENCE
890.4,892.4,PreStimSilence
895.4,895.9,PostStimSilence
896.0,901.501,TRIAL
896.0,901.5,STIM_ferretmixed42.wav
896.0,901.5,REFERENCE
896.0,898.0,PreStimSilence
901.0,901.5,PostStimSilence
901.6,907.101,TRIAL
901.6,907.1,STIM_ferretmixed41.wav
901.6,907.1,REFERENCE
901.6,903.6,PreStimSilence
906.6,907.1,PostStimSilence
907.2,912.701,TRIAL
907.2,912.7,STIM_ferretmixed41.wav
907.2,912.7,REFERENCE
907.2,909.2,PreStimSilence
912.2,912.7,PostStimSilence
912.8,918.3009999999999,TRIAL
912.8,918.3,STIM_ferretmixed42.wav
912.8,918.3,REFERENCE
912.8,914.8,PreStimSilence
917.8,918.3,PostStimSilence
918.4,923.901,TRIAL
918.4,923.9,STIM_ferretmixed41.wav
918.4,923.9,REFERENCE
918.4,920.4,PreStimSilence
923.4,923.9,PostStimSilence
924.0,929.501,TRIAL
924.0,929.5,STIM_ferretmixed42.wav
924.0,929.5,REFERENCE
924.0,926.0,PreStimSilence
929.0,929.5,PostStimSilence
929.6,935.101,TRIAL
929.6,935.1,STIM_ferretmixed42.wav
929.6,935.1,REFERENCE
929.6,931.6,PreStimSilence
934.6,935.1,PostStimSilence
935.2,940.701,TRIAL
935.2,940.7,STIM_ferretmixed41.wav
935.2,940.7,REFERENCE
935.2,937.2,PreStimSilence
940.2,940.7,PostStimSilence
940.8,946.3009999999999,TRIAL
940.8,946.3,STIM_ferretmixed42.wav
940.8,946.3,REFERENCE
940.8,942.8,PreStimSilence
945.8,946.3,PostStimSilence
946.4,951.901,TRIAL
946.4,951.9,STIM_ferretmixed41.wav
946.4,951.9,REFERENCE
946.4,948.4,PreStimSilence
951.4,951.9,PostStimSilence
952.0,957.501,TRIAL
952.0,957.5,STIM_ferretmixed41.wav
952.0,957.5,REFERENCE
952.0,954.0,PreStimSilence
957.0,957.5,PostStimSilence
957.6,963.101,TRIAL
957.6,963.1,STIM_ferretmixed42.wav
957.6,963.1,REFERENCE
957.6,959.6,PreStimSilence
962.6,963.1,PostStimSilence
963.2,968.701,TRIAL
963.2,968.7,STIM_ferretmixed41.wav
963.2,968.7,REFERENCE
963.2,965.2,PreStimSilence
968.2,968.7,PostStimSilence
968.8,974.3009999999999,TRIAL
968.8,974.3,STIM_ferretmixed42.wav
968.8,974.3,REFERENCE
968.8,970.8,PreStimSilence
973.8,974.3,PostStimSilence
974.4,979.901,TRIAL
974.4,979.9,STIM_ferretmixed42.wav
974.4,979.9,REFERENCE
974.4,976.4,PreStimSilence
979.4,979.9,PostStimSilence
980.0,985.501,TRIAL
980.0,985.5,STIM_ferretmixed41.wav
980.0,985.5,REFERENCE
980.0,982.0,PreStimSilence
985.0,985.5,PostStimSilence
985.6,991.101,TRIAL
985.6,991.1,STIM_ferretmixed41.wav
985.6,991.1,REFERENCE
985.6,987.6,PreStimSilence
990.6,991.1,PostStimSilence
991.2,996.701,TRIAL
991.2,996.7,STIM_ferretmixed42.wav
991.2,996.7,REFERENCE
991.2,993.2,PreStimSilence
996.2,996.7,PostStimSilence
996.8,1002.3009999999999,TRIAL
996.8,1002.3,STIM_ferretmixed41.wav
996.8,1002.3,REFERENCE
996.8,998.8,PreStimSilence
1001.8,1002.3,PostStimSilence
1002.4,1007.901,TRIAL
1002.4,1007.9,STIM_ferretmixed42.wav
1002.4,1007.9,REFERENCE
1002.4,1004.4,PreStimSilence
1007.4,1007.9,PostStimSilence
1008.0,1013.501,TRIAL
1008.0,1013.5,STIM_ferretmixed41.wav
1008.0,1013.5,REFERENCE
1008.0,1010.0,PreStimSilence
1013.0,1013.5,PostStimSilence
1013.6,1019.101,TRIAL
1013.6,1019.1,STIM_ferretmixed42.wav
1013.6,1019.1,REFERENCE
1013.6,1015.6,PreStimSilence
1018.6,1019.1,PostStimSilence
1019.2,1024.701,TRIAL
1019.2,1024.7,STIM_ferretmixed42.wav
1019.2,1024.7,REFERENCE
1019.2,1021.2,PreStimSilence
1024.2,1024.7,PostStimSilence
1024.8,1030.301,TRIAL
1024.8,1030.3,STIM_ferretmixed41.wav
1024.8,1030.3,REFERENCE
1024.8,1026.8,PreStimSilence
1029.8,1030.3,PostStimSilence
1030.4,1035.901,TRIAL
1030.4,1035.9,STIM_ferretmixed42.wav
1030.4,1035.9,REFERENCE
1030.4,1032.4,PreStimSilence
1035.4,1035.9,PostStimSilence
1036.0,1041.501,TRIAL
1036.0,1041.5,STIM_ferretmixed41.wav
1036.0,1041.5,REFERENCE
1036.0,1038.0,PreStimSilence
1041.0,1041.5,PostStimSilence
1041.6,1047.1009999999999,TRIAL
1041.6,1047.1,STIM_ferretmixed42.wav
1041.6,1047.1,REFERENCE
1041.6,1043.6,PreStimSilence
1046.6,1047.1,PostStimSilence
1047.2,1052.701,TRIAL
1047.2,1052.7,STIM_ferretmixed41.wav
1047.2,1052.7,REFERENCE
1047.2,1049.2,PreStimSilence
1052.2,1052.7,PostStimSilence
1052.8,1058.301,TRIAL
1052.8,1058.3,STIM_ferretmixed41.wav
1052.8,1058.3,REFERENCE
1052.8,1054.8,PreStimSilence
1057.8,1058.3,PostStimSilence
1058.4,1063.901,TRIAL
1058.4,1063.9,STIM_ferretmixed42.wav
1058.4,1063.9,REFERENCE
1058.4,1060.4,PreStimSilence
1063.4,1063.9,PostStimSilence
1064.0,1069.501,TRIAL
1064.0,1069.5,STIM_ferretmixed41.wav
1064.0,1069.5,REFERENCE
1064.0,1066.0,PreStimSilence
1069.0,1069.5,PostStimSilence
1069.6,1075.1009999999999,TRIAL
1069.6,1075.1,STIM_ferretmixed42.wav
1069.6,1075.1,REFERENCE
1069.6,1071.6,PreStimSilence
1074.6,1075.1,PostStimSilence
1075.2,1080.701,TRIAL
1075.2,1080.7,STIM_ferretmixed42.wav
1075.2,1080.7,REFERENCE
1075.2,1077.2,PreStimSilence
1080.2,1080.7,PostStimSilence
1080.8,1086.301,TRIAL
1080.8,1086.3,STIM_ferretmixed41.wav
1080.8,1086.3,REFERENCE
1080.8,1082.8,PreStimSilence
1085.8,1086.3,PostStimSilence
1086.4,1091.901,TRIAL
1086.4,1091.9,STIM_ferretmixed42.wav
1086.4,1091.9,REFERENCE
1086.4,1088.4,PreStimSilence
1091.4,1091.9,PostStimSilence
1092.0,1097.501,TRIAL
1092.0,1097.5,STIM_ferretmixed41.wav
1092.0,1097.5,REFERENCE
1092.0,1094.0,PreStimSilence
1097.0,1097.5,PostStimSilence
1097.6,1103.1009999999999,TRIAL
1097.6,1103.1,STIM_ferretmixed42.wav
1097.6,1103.1,REFERENCE
1097.6,1099.6,PreStimSilence
1102.6,1103.1,PostStimSilence
1103.2,1108.701,TRIAL
1103.2,1108.7,STIM_ferretmixed41.wav
1103.2,1108.7,REFERENCE
1103.2,1105.2,PreStimSilence
1108.2,1108.7,PostStimSilence
1108.8,1114.301,TRIAL
1108.8,1114.3,STIM_ferretmixed41.wav
1108.8,1114.3,REFERENCE
1108.8,1110.8,PreStimSilence
1113.8,1114.3,PostStimSilence
1114.4,1119.901,TRIAL
1114.4,1119.9,STIM_ferretmixed42.wav
1114.4,1119.9,REFERENCE
1114.4,1116.4,PreStimSilence
1119.4,1119.9,PostStimSilence
1120.0,1125.501,TRIAL
1120.0,1125.5,STIM_ferretmixed41.wav
1120.0,1125.5,REFERENCE
1120.0,1122.0,PreStimSilence
1125.0,1125.5,PostStimSilence
1125.6,1131.1009999999999,TRIAL
1125.6,1131.1,STIM_ferretmixed42.wav
1125.6,1131.1,REFERENCE
1125.6,1127.6,PreStimSilence
1130.6,1131.1,PostStimSilence
1131.2,1136.701,TRIAL
1131.2,1136.7,STIM_ferretmixed41.wav
1131.2,1136.7,REFERENCE
1131.2,1133.2,PreStimSilence
1136.2,1136.7,PostStimSilence
1136.8,1142.301,TRIAL
1136.8,1142.3,STIM_ferretmixed42.wav
1136.8,1142.3,REFERENCE
1136.8,1138.8,PreStimSilence
1141.8,1142.3,PostStimSilence
1142.4,1147.901,TRIAL
1142.4,1147.9,STIM_ferretmixed42.wav
1142.4,1147.9,REFERENCE
1142.4,1144.4,PreStimSilence
1147.4,1147.9,PostStimSilence
1148.0,1153.501,TRIAL
1148.0,1153.5,STIM_ferretmixed41.wav
1148.0,1153.5,REFERENCE
1148.0,1150.0,PreStimSilence
1153.0,1153.5,PostStimSilence
1153.6,1159.1009999999999,TRIAL
1153.6,1159.1,STIM_ferretmixed41.wav
1153.6,1159.1,REFERENCE
1153.6,1155.6,PreStimSilence
1158.6,1159.1,PostStimSilence
1159.2,1164.701,TRIAL
1159.2,1164.7,STIM_ferretmixed42.wav
1159.2,1164.7,REFERENCE
1159.2,1161.2,PreStimSilence
1164.2,1164.7,PostStimSilence
1164.8,1170.301,TRIAL
1164.8,1170.3,STIM_ferretmixed41.wav
1164.8,1170.3,REFERENCE
1164.8,1166.8,PreStimSilence
1169.8,1170.3,PostStimSilence
1170.4,1175.901,TRIAL
1170.4,1175.9,STIM_ferretmixed42.wav
1170.4,1175.9,REFERENCE
1170.4,1172.4,PreStimSilence
1175.4,1175.9,PostStimSilence
1176.0,1181.501,TRIAL
1176.0,1181.5,STIM_ferretmixed42.wav
1176.0,1181.5,REFERENCE
1176.0,1178.0,PreStimSilence
1181.0,1181.5,PostStimSilence
1181.6,1187.1009999999999,TRIAL
1181.6,1187.1,STIM_ferretmixed41.wav
1181.6,1187.1,REFERENCE
1181.6,1183.6,PreStimSilence
1186.6,1187.1,PostStimSilence
1187.2,1192.701,TRIAL
1187.2,1192.7,STIM_ferretmixed42.wav
1187.2,1192.7,REFERENCE
1187.2,1189.2,PreStimSilence
1192.2,1192.7,PostStimSilence
1192.8,1198.301,TRIAL
1192.8,1198.3,STIM_ferretmixed41.wav
1192.8,1198.3,REFERENCE
1192.8,1194.8,PreStimSilence
1197.8,1198.3,PostStimSilence
1198.4,1203.901,TRIAL
1198.4,1203.9,STIM_ferretmixed41.wav
1198.4,1203.9,REFERENCE
1198.4,1200.4,PreStimSilence
1203.4,1203.9,PostStimSilence
1204.0,1209.501,TRIAL
1204.0,1209.5,STIM_ferretmixed42.wav
1204.0,1209.5,REFERENCE
1204.0,1206.0,PreStimSilence
1209.0,1209.5,PostStimSilence
1209.6,1215.1009999999999,TRIAL
1209.6,1215.1,STIM_ferretmixed42.wav
1209.6,1215.1,REFERENCE
1209.6,1211.6,PreStimSilence
1214.6,1215.1,PostStimSilence
1215.2,1220.701,TRIAL
1215.2,1220.7,STIM_ferretmixed41.wav
1215.2,1220.7,REFERENCE
1215.2,1217.2,PreStimSilence
1220.2,1220.7,PostStimSilence
1220.8,1226.301,TRIAL
1220.8,1226.3,STIM_ferretmixed42.wav
1220.8,1226.3,REFERENCE
1220.8,1222.8,PreStimSilence
1225.8,1226.3,PostStimSilence
1226.4,1231.901,TRIAL
1226.4,1231.9,STIM_ferretmixed41.wav
1226.4,1231.9,REFERENCE
1226.4,1228.4,PreStimSilence
1231.4,1231.9,PostStimSilence
1232.0,1237.501,TRIAL
1232.0,1237.5,STIM_ferretmixed42.wav
1232.0,1237.5,REFERENCE
1232.0,1234.0,PreStimSilence
1237.0,1237.5,PostStimSilence
1237.6,1243.1009999999999,TRIAL
1237.6,1243.1,STIM_ferretmixed41.wav
1237.6,1243.1,REFERENCE
1237.6,1239.6,PreStimSilence
1242.6,1243.1,PostStimSilence
1243.2,1248.701,TRIAL
1243.2,1248.7,STIM_ferretmixed41.wav
1243.2,1248.7,REFERENCE
1243.2,1245.2,PreStimSilence
1248.2,1248.7,PostStimSilence
1248.8,1254.301,TRIAL
1248.8,1254.3,STIM_ferretmixed42.wav
1248.8,1254.3,REFERENCE
1248.8,1250.8,PreStimSilence
1253.8,1254.3,PostStimSilence
1254.4,1259.901,TRIAL
1254.4,1259.9,STIM_ferretmixed42.wav
1254.4,1259.9,REFERENCE
1254.4,1256.4,PreStimSilence
1259.4,1259.9,PostStimSilence
1260.0,1265.501,TRIAL
1260.0,1265.5,STIM_ferretmixed41.wav
1260.0,1265.5,REFERENCE
1260.0,1262.0,PreStimSilence
1265.0,1265.5,PostStimSilence
1265.6,1271.1009999999999,TRIAL
1265.6,1271.1,STIM_ferretmixed41.wav
1265.6,1271.1,REFERENCE
1265.6,1267.6,PreStimSilence
1270.6,1271.1,PostStimSilence
1271.2,1276.701,TRIAL
1271.2,1276.7,STIM_ferretmixed42.wav
1271.2,1276.7,REFERENCE
1271.2,1273.2,PreStimSilence
1276.2,1276.7,PostStimSilence
1276.8,1282.301,TRIAL
1276.8,1282.3,STIM_ferretmixed42.wav
1276.8,1282.3,REFERENCE
1276.8,1278.8,PreStimSilence
1281.8,1282.3,PostStimSilence
1282.4,1287.901,TRIAL
1282.4,1287.9,STIM_ferretmixed41.wav
1282.4,1287.9,REFERENCE
1282.4,1284.4,PreStimSilence
1287.4,1287.9,PostStimSilence
1288.0,1293.501,TRIAL
1288.0,1293.5,STIM_ferretmixed41.wav
1288.0,1293.5,REFERENCE
1288.0,1290.0,PreStimSilence
1293.0,1293.5,PostStimSilence
1293.6,1299.1009999999999,TRIAL
1293.6,1299.1,STIM_ferretmixed42.wav
1293.6,1299.1,REFERENCE
1293.6,1295.6,PreStimSilence
1298.6,1299.1,PostStimSilence
1299.2,1304.701,TRIAL
1299.2,1304.7,STIM_ferretmixed42.wav
1299.2,1304.7,REFERENCE
1299.2,1301.2,PreStimSilence
1304.2,1304.7,PostStimSilence
1304.8,1310.301,TRIAL
1304.8,1310.3,STIM_ferretmixed41.wav
1304.8,1310.3,REFERENCE
1304.8,1306.8,PreStimSilence
1309.8,1310.3,PostStimSilence
1310.4,1315.901,TRIAL
1310.4,1315.9,STIM_ferretmixed41.wav
1310.4,1315.9,REFERENCE
1310.4,1312.4,PreStimSilence
1315.4,1315.9,PostStimSilence
1316.0,1321.501,TRIAL
1316.0,1321.5,STIM_ferretmixed42.wav
1316.0,1321.5,REFERENCE
1316.0,1318.0,PreStimSilence
1321.0,1321.5,PostStimSilence
1321.6,1327.1009999999999,TRIAL
1321.6,1327.1,STIM_ferretmixed41.wav
1321.6,1327.1,REFERENCE
1321.6,1323.6,PreStimSilence
1326.6,1327.1,PostStimSilence
1327.2,1332.701,TRIAL
1327.2,1332.7,STIM_ferretmixed42.wav
1327.2,1332.7,REFERENCE
1327.2,1329.2,PreStimSilence
1332.2,1332.7,PostStimSilence
1332.8,1338.301,TRIAL
1332.8,1338.3,STIM_ferretmixed42.wav
1332.8,1338.3,REFERENCE
1332.8,1334.8,PreStimSilence
1337.8,1338.3,PostStimSilence
1338.4,1343.901,TRIAL
1338.4,1343.9,STIM_ferretmixed41.wav
1338.4,1343.9,REFERENCE
1338.4,1340.4,PreStimSilence
1343.4,1343.9,PostStimSilence
0.0,1343.901,PRE_PASSIVE
