6.160000000000000000e+02,1.000000000000000056e-01,4.000000000000000222e-01
2.144000000000000000e+03,5.999999999999999778e-01,9.000000000000000222e-01
9.330000000000000000e+02,1.600000000000000089e+00,1.899999999999999911e+00
8.120000000000000000e+02,2.100000000000000089e+00,2.399999999999999911e+00
5.360000000000000000e+02,4.881999999999999673e+00,5.182000000000000384e+00
2.462000000000000000e+03,5.381999999999999673e+00,5.682000000000000384e+00
2.828000000000000000e+03,5.881999999999999673e+00,6.182000000000000384e+00
3.249000000000000000e+03,6.381999999999999673e+00,6.682000000000000384e+00
1.231000000000000000e+03,7.381999999999999673e+00,7.682000000000000384e+00
3.732000000000000000e+03,7.881999999999999673e+00,8.182000000000000384e+00
1.625000000000000000e+03,1.050600000000000023e+01,1.080600000000000094e+01
1.414000000000000000e+03,1.100600000000000023e+01,1.130600000000000094e+01
1.866000000000000000e+03,1.200600000000000023e+01,1.230600000000000094e+01
7.070000000000000000e+02,1.250600000000000023e+01,1.280600000000000094e+01
1.072000000000000000e+03,1.521400000000000041e+01,1.551400000000000112e+01
5.360000000000000000e+02,1.571400000000000041e+01,1.601399999999999935e+01
9.330000000000000000e+02,1.671400000000000219e+01,1.701399999999999935e+01
1.231000000000000000e+03,1.721400000000000219e+01,1.751399999999999935e+01
3.732000000000000000e+03,1.771400000000000219e+01,1.801399999999999935e+01
1.231000000000000000e+03,2.218299999999999983e+01,2.248299999999999699e+01
1.072000000000000000e+03,2.268299999999999983e+01,2.298299999999999699e+01
8.120000000000000000e+02,2.368299999999999983e+01,2.398299999999999699e+01
1.414000000000000000e+03,2.418299999999999983e+01,2.448299999999999699e+01
1.866000000000000000e+03,2.704200000000000159e+01,2.734199999999999875e+01
5.360000000000000000e+02,2.754200000000000159e+01,2.784199999999999875e+01
7.070000000000000000e+02,2.804200000000000159e+01,2.834199999999999875e+01
2.144000000000000000e+03,2.904200000000000159e+01,2.934199999999999875e+01
9.330000000000000000e+02,2.954200000000000159e+01,2.984199999999999875e+01
6.160000000000000000e+02,3.400000000000000000e+01,3.429999999999999716e+01
1.625000000000000000e+03,3.450000000000000000e+01,3.479999999999999716e+01
2.462000000000000000e+03,3.500000000000000000e+01,3.529999999999999716e+01
2.828000000000000000e+03,3.600000000000000000e+01,3.629999999999999716e+01
3.249000000000000000e+03,3.650000000000000000e+01,3.679999999999999716e+01
3.732000000000000000e+03,3.700000000000000000e+01,3.729999999999999716e+01
7.070000000000000000e+02,4.000600000000000023e+01,4.030599999999999739e+01
8.120000000000000000e+02,4.050600000000000023e+01,4.080599999999999739e+01
1.625000000000000000e+03,4.150600000000000023e+01,4.180599999999999739e+01
1.866000000000000000e+03,4.200600000000000023e+01,4.230599999999999739e+01
1.231000000000000000e+03,4.657600000000000051e+01,4.687599999999999767e+01
1.414000000000000000e+03,4.707600000000000051e+01,4.737599999999999767e+01
9.330000000000000000e+02,4.757600000000000051e+01,4.787599999999999767e+01
2.828000000000000000e+03,4.857600000000000051e+01,4.887599999999999767e+01
6.160000000000000000e+02,4.907600000000000051e+01,4.937599999999999767e+01
2.462000000000000000e+03,5.211100000000000421e+01,5.241100000000000136e+01
2.144000000000000000e+03,5.261100000000000421e+01,5.291100000000000136e+01
5.360000000000000000e+02,5.311100000000000421e+01,5.341100000000000136e+01
1.072000000000000000e+03,5.361100000000000421e+01,5.391100000000000136e+01
3.249000000000000000e+03,5.461100000000000421e+01,5.491100000000000136e+01
3.732000000000000000e+03,5.511100000000000421e+01,5.541100000000000136e+01
1.625000000000000000e+03,5.978200000000000358e+01,6.008200000000000074e+01
1.072000000000000000e+03,6.028200000000000358e+01,6.058200000000000074e+01
1.414000000000000000e+03,6.128200000000000358e+01,6.158200000000000074e+01
8.120000000000000000e+02,6.178200000000000358e+01,6.208200000000000074e+01
2.462000000000000000e+03,6.403300000000000125e+01,6.433300000000001262e+01
2.828000000000000000e+03,6.453300000000000125e+01,6.483300000000001262e+01
3.249000000000000000e+03,6.553300000000000125e+01,6.583300000000001262e+01
2.144000000000000000e+03,6.603300000000000125e+01,6.633300000000001262e+01
3.732000000000000000e+03,6.886199999999999477e+01,6.916200000000000614e+01
1.231000000000000000e+03,6.936199999999999477e+01,6.966200000000000614e+01
6.160000000000000000e+02,7.036199999999999477e+01,7.066200000000000614e+01
5.360000000000000000e+02,7.086199999999999477e+01,7.116200000000000614e+01
9.330000000000000000e+02,7.136199999999999477e+01,7.166200000000000614e+01
1.866000000000000000e+03,7.540399999999999636e+01,7.570400000000000773e+01
7.070000000000000000e+02,7.590399999999999636e+01,7.620400000000000773e+01
5.360000000000000000e+02,7.640399999999999636e+01,7.670400000000000773e+01
3.732000000000000000e+03,7.740399999999999636e+01,7.770400000000000773e+01
6.160000000000000000e+02,7.790399999999999636e+01,7.820400000000000773e+01
1.866000000000000000e+03,8.102799999999999159e+01,8.132800000000000296e+01
9.330000000000000000e+02,8.152799999999999159e+01,8.182800000000000296e+01
1.414000000000000000e+03,8.252799999999999159e+01,8.282800000000000296e+01
6.160000000000000000e+02,8.302799999999999159e+01,8.332800000000000296e+01
1.625000000000000000e+03,8.644199999999999307e+01,8.674200000000000443e+01
3.249000000000000000e+03,8.694199999999999307e+01,8.724200000000000443e+01
1.231000000000000000e+03,8.744199999999999307e+01,8.774200000000000443e+01
8.120000000000000000e+02,8.794199999999999307e+01,8.824200000000000443e+01
2.462000000000000000e+03,8.894199999999999307e+01,8.924200000000000443e+01
1.072000000000000000e+03,8.944199999999999307e+01,8.974200000000000443e+01
7.070000000000000000e+02,9.347999999999998977e+01,9.378000000000000114e+01
2.828000000000000000e+03,9.397999999999998977e+01,9.428000000000000114e+01
2.144000000000000000e+03,9.447999999999998977e+01,9.478000000000000114e+01
3.732000000000000000e+03,9.547999999999998977e+01,9.578000000000000114e+01
5.360000000000000000e+02,9.597999999999998977e+01,9.628000000000000114e+01
1.414000000000000000e+03,9.956299999999998818e+01,9.986299999999999955e+01
8.120000000000000000e+02,1.000629999999999882e+02,1.003629999999999995e+02
3.732000000000000000e+03,1.005629999999999882e+02,1.008629999999999995e+02
2.828000000000000000e+03,1.015629999999999882e+02,1.018629999999999995e+02
5.360000000000000000e+02,1.020629999999999882e+02,1.023629999999999995e+02
2.462000000000000000e+03,1.053009999999999877e+02,1.056009999999999991e+02
1.231000000000000000e+03,1.058009999999999877e+02,1.061009999999999991e+02
9.330000000000000000e+02,1.063009999999999877e+02,1.066009999999999991e+02
1.625000000000000000e+03,1.068009999999999877e+02,1.071009999999999991e+02
1.072000000000000000e+03,1.078009999999999877e+02,1.081009999999999991e+02
1.866000000000000000e+03,1.083009999999999877e+02,1.086009999999999991e+02
6.160000000000000000e+02,1.108289999999999935e+02,1.111290000000000049e+02
3.249000000000000000e+03,1.113289999999999935e+02,1.116290000000000049e+02
2.144000000000000000e+03,1.123289999999999935e+02,1.126290000000000049e+02
7.070000000000000000e+02,1.128289999999999935e+02,1.131290000000000049e+02
7.070000000000000000e+02,1.133289999999999935e+02,1.136290000000000049e+02
1.625000000000000000e+03,1.167369999999999948e+02,1.170370000000000061e+02
9.330000000000000000e+02,1.172369999999999948e+02,1.175370000000000061e+02
2.828000000000000000e+03,1.182369999999999948e+02,1.185370000000000061e+02
1.231000000000000000e+03,1.187369999999999948e+02,1.190370000000000061e+02
8.120000000000000000e+02,1.215589999999999975e+02,1.218590000000000089e+02
5.360000000000000000e+02,1.220589999999999975e+02,1.223590000000000089e+02
6.160000000000000000e+02,1.225589999999999975e+02,1.228590000000000089e+02
1.072000000000000000e+03,1.235589999999999975e+02,1.238590000000000089e+02
2.144000000000000000e+03,1.240589999999999975e+02,1.243590000000000089e+02
1.414000000000000000e+03,1.281790000000000020e+02,1.284790000000000134e+02
3.249000000000000000e+03,1.286790000000000020e+02,1.289790000000000134e+02
2.462000000000000000e+03,1.296790000000000020e+02,1.299790000000000134e+02
7.070000000000000000e+02,1.301790000000000020e+02,1.304790000000000134e+02
3.732000000000000000e+03,1.349639999999999986e+02,1.352640000000000100e+02
1.866000000000000000e+03,1.354639999999999986e+02,1.357640000000000100e+02
7.070000000000000000e+02,1.359639999999999986e+02,1.362640000000000100e+02
2.828000000000000000e+03,1.364639999999999986e+02,1.367640000000000100e+02
3.249000000000000000e+03,1.374639999999999986e+02,1.377640000000000100e+02
8.120000000000000000e+02,1.379639999999999986e+02,1.382640000000000100e+02
3.732000000000000000e+03,1.384639999999999986e+02,1.387640000000000100e+02
9.330000000000000000e+02,1.418559999999999945e+02,1.421560000000000059e+02
5.360000000000000000e+02,1.423559999999999945e+02,1.426560000000000059e+02
1.231000000000000000e+03,1.433559999999999945e+02,1.436560000000000059e+02
8.120000000000000000e+02,1.438559999999999945e+02,1.441560000000000059e+02
1.414000000000000000e+03,1.463379999999999939e+02,1.466380000000000052e+02
1.072000000000000000e+03,1.468379999999999939e+02,1.471380000000000052e+02
1.866000000000000000e+03,1.478379999999999939e+02,1.481380000000000052e+02
3.249000000000000000e+03,1.483379999999999939e+02,1.486380000000000052e+02
2.144000000000000000e+03,1.511539999999999964e+02,1.514540000000000077e+02
2.462000000000000000e+03,1.516539999999999964e+02,1.519540000000000077e+02
6.160000000000000000e+02,1.521539999999999964e+02,1.524540000000000077e+02
3.732000000000000000e+03,1.531539999999999964e+02,1.534540000000000077e+02
2.828000000000000000e+03,1.536539999999999964e+02,1.539540000000000077e+02
7.070000000000000000e+02,1.585629999999999882e+02,1.588629999999999995e+02
1.625000000000000000e+03,1.590629999999999882e+02,1.593629999999999995e+02
2.462000000000000000e+03,1.595629999999999882e+02,1.598629999999999995e+02
8.120000000000000000e+02,1.605629999999999882e+02,1.608629999999999995e+02
1.414000000000000000e+03,1.610629999999999882e+02,1.613629999999999995e+02
3.249000000000000000e+03,1.615629999999999882e+02,1.618629999999999995e+02
2.828000000000000000e+03,1.651539999999999964e+02,1.654540000000000077e+02
6.160000000000000000e+02,1.656539999999999964e+02,1.659540000000000077e+02
7.070000000000000000e+02,1.661539999999999964e+02,1.664540000000000077e+02
3.732000000000000000e+03,1.666539999999999964e+02,1.669540000000000077e+02
1.072000000000000000e+03,1.676539999999999964e+02,1.679540000000000077e+02
2.462000000000000000e+03,1.681539999999999964e+02,1.684540000000000077e+02
8.120000000000000000e+02,1.706749999999999829e+02,1.709749999999999943e+02
5.360000000000000000e+02,1.711749999999999829e+02,1.714749999999999943e+02
2.144000000000000000e+03,1.721749999999999829e+02,1.724749999999999943e+02
1.866000000000000000e+03,1.726749999999999829e+02,1.729749999999999943e+02
9.330000000000000000e+02,1.781339999999999861e+02,1.784339999999999975e+02
1.625000000000000000e+03,1.786339999999999861e+02,1.789339999999999975e+02
1.414000000000000000e+03,1.791339999999999861e+02,1.794339999999999975e+02
3.249000000000000000e+03,1.796339999999999861e+02,1.799339999999999975e+02
1.231000000000000000e+03,1.806339999999999861e+02,1.809339999999999975e+02
9.330000000000000000e+02,1.811339999999999861e+02,1.814339999999999975e+02
5.360000000000000000e+02,1.816339999999999861e+02,1.819339999999999975e+02
8.120000000000000000e+02,1.853369999999999891e+02,1.856370000000000005e+02
2.462000000000000000e+03,1.858369999999999891e+02,1.861370000000000005e+02
2.828000000000000000e+03,1.863369999999999891e+02,1.866370000000000005e+02
6.160000000000000000e+02,1.873369999999999891e+02,1.876370000000000005e+02
1.414000000000000000e+03,1.878369999999999891e+02,1.881370000000000005e+02
9.330000000000000000e+02,1.903529999999999802e+02,1.906529999999999916e+02
5.360000000000000000e+02,1.908529999999999802e+02,1.911529999999999916e+02
1.866000000000000000e+03,1.918529999999999802e+02,1.921529999999999916e+02
7.070000000000000000e+02,1.923529999999999802e+02,1.926529999999999916e+02
3.249000000000000000e+03,1.964799999999999898e+02,1.967800000000000011e+02
3.732000000000000000e+03,1.969799999999999898e+02,1.972800000000000011e+02
1.072000000000000000e+03,1.974799999999999898e+02,1.977800000000000011e+02
2.144000000000000000e+03,1.984799999999999898e+02,1.987800000000000011e+02
1.625000000000000000e+03,1.989799999999999898e+02,1.992800000000000011e+02
1.231000000000000000e+03,2.022390000000000043e+02,2.025390000000000157e+02
9.330000000000000000e+02,2.027390000000000043e+02,2.030390000000000157e+02
1.866000000000000000e+03,2.032390000000000043e+02,2.035390000000000157e+02
8.120000000000000000e+02,2.042390000000000043e+02,2.045390000000000157e+02
1.625000000000000000e+03,2.047390000000000043e+02,2.050390000000000157e+02
1.072000000000000000e+03,2.105739999999999839e+02,2.108739999999999952e+02
2.462000000000000000e+03,2.110739999999999839e+02,2.113739999999999952e+02
1.625000000000000000e+03,2.115739999999999839e+02,2.118739999999999952e+02
2.144000000000000000e+03,2.120739999999999839e+02,2.123739999999999952e+02
1.866000000000000000e+03,2.130739999999999839e+02,2.133739999999999952e+02
5.360000000000000000e+02,2.135739999999999839e+02,2.138739999999999952e+02
1.414000000000000000e+03,2.140739999999999839e+02,2.143739999999999952e+02
2.828000000000000000e+03,2.165689999999999884e+02,2.168689999999999998e+02
3.732000000000000000e+03,2.170689999999999884e+02,2.173689999999999998e+02
9.330000000000000000e+02,2.180689999999999884e+02,2.183689999999999998e+02
1.231000000000000000e+03,2.185689999999999884e+02,2.188689999999999998e+02
3.249000000000000000e+03,2.210430000000000064e+02,2.213430000000000177e+02
7.070000000000000000e+02,2.215430000000000064e+02,2.218430000000000177e+02
6.160000000000000000e+02,2.225430000000000064e+02,2.228430000000000177e+02
8.120000000000000000e+02,2.230430000000000064e+02,2.233430000000000177e+02
1.625000000000000000e+03,2.265540000000000020e+02,2.268540000000000134e+02
6.160000000000000000e+02,2.270540000000000020e+02,2.273540000000000134e+02
7.070000000000000000e+02,2.280540000000000020e+02,2.283540000000000134e+02
1.414000000000000000e+03,2.285540000000000020e+02,2.288540000000000134e+02
1.231000000000000000e+03,2.312299999999999898e+02,2.315300000000000011e+02
2.462000000000000000e+03,2.317299999999999898e+02,2.320300000000000011e+02
8.120000000000000000e+02,2.327299999999999898e+02,2.330300000000000011e+02
2.144000000000000000e+03,2.332299999999999898e+02,2.335300000000000011e+02
2.828000000000000000e+03,2.367740000000000009e+02,2.370740000000000123e+02
3.249000000000000000e+03,2.372740000000000009e+02,2.375740000000000123e+02
1.866000000000000000e+03,2.377740000000000009e+02,2.380740000000000123e+02
9.330000000000000000e+02,2.387740000000000009e+02,2.390740000000000123e+02
3.732000000000000000e+03,2.392740000000000009e+02,2.395740000000000123e+02
1.072000000000000000e+03,2.432179999999999893e+02,2.435180000000000007e+02
5.360000000000000000e+02,2.437179999999999893e+02,2.440180000000000007e+02
3.249000000000000000e+03,2.447179999999999893e+02,2.450180000000000007e+02
2.144000000000000000e+03,2.452179999999999893e+02,2.455180000000000007e+02
3.732000000000000000e+03,2.506869999999999834e+02,2.509869999999999948e+02
1.625000000000000000e+03,2.511869999999999834e+02,2.514869999999999948e+02
1.072000000000000000e+03,2.516869999999999834e+02,2.519869999999999948e+02
2.828000000000000000e+03,2.521869999999999834e+02,2.524869999999999948e+02
5.360000000000000000e+02,2.531869999999999834e+02,2.534869999999999948e+02
2.144000000000000000e+03,2.536869999999999834e+02,2.539869999999999948e+02
1.866000000000000000e+03,2.565649999999999977e+02,2.568649999999999523e+02
3.249000000000000000e+03,2.570649999999999977e+02,2.573649999999999523e+02
8.120000000000000000e+02,2.580649999999999977e+02,2.583649999999999523e+02
2.462000000000000000e+03,2.585649999999999977e+02,2.588649999999999523e+02
9.330000000000000000e+02,2.590649999999999977e+02,2.593649999999999523e+02
1.414000000000000000e+03,2.636770000000000209e+02,2.639769999999999754e+02
7.070000000000000000e+02,2.641770000000000209e+02,2.644769999999999754e+02
6.160000000000000000e+02,2.646770000000000209e+02,2.649769999999999754e+02
1.231000000000000000e+03,2.656770000000000209e+02,2.659769999999999754e+02
9.330000000000000000e+02,2.661770000000000209e+02,2.664769999999999754e+02
9.330000000000000000e+02,2.725870000000000459e+02,2.728870000000000005e+02
8.120000000000000000e+02,2.730870000000000459e+02,2.733870000000000005e+02
2.462000000000000000e+03,2.735870000000000459e+02,2.738870000000000005e+02
1.414000000000000000e+03,2.740870000000000459e+02,2.743870000000000005e+02
1.072000000000000000e+03,2.750870000000000459e+02,2.753870000000000005e+02
1.231000000000000000e+03,2.755870000000000459e+02,2.758870000000000005e+02
1.625000000000000000e+03,2.760870000000000459e+02,2.763870000000000005e+02
5.360000000000000000e+02,2.784330000000000496e+02,2.787330000000000041e+02
6.160000000000000000e+02,2.789330000000000496e+02,2.792330000000000041e+02
3.249000000000000000e+03,2.799330000000000496e+02,2.802330000000000041e+02
3.732000000000000000e+03,2.804330000000000496e+02,2.807330000000000041e+02
2.828000000000000000e+03,2.827220000000000368e+02,2.830219999999999914e+02
7.070000000000000000e+02,2.832220000000000368e+02,2.835219999999999914e+02
2.144000000000000000e+03,2.842220000000000368e+02,2.845219999999999914e+02
1.866000000000000000e+03,2.847220000000000368e+02,2.850219999999999914e+02
2.462000000000000000e+03,2.886580000000000155e+02,2.889579999999999700e+02
8.120000000000000000e+02,2.891580000000000155e+02,2.894579999999999700e+02
2.144000000000000000e+03,2.896580000000000155e+02,2.899579999999999700e+02
3.249000000000000000e+03,2.906580000000000155e+02,2.909579999999999700e+02
1.414000000000000000e+03,2.911580000000000155e+02,2.914579999999999700e+02
1.072000000000000000e+03,2.936570000000000391e+02,2.939569999999999936e+02
3.732000000000000000e+03,2.941570000000000391e+02,2.944569999999999936e+02
2.828000000000000000e+03,2.951570000000000391e+02,2.954569999999999936e+02
5.360000000000000000e+02,2.956570000000000391e+02,2.959569999999999936e+02
1.866000000000000000e+03,3.004710000000000036e+02,3.007709999999999582e+02
6.160000000000000000e+02,3.009710000000000036e+02,3.012709999999999582e+02
1.625000000000000000e+03,3.014710000000000036e+02,3.017709999999999582e+02
1.231000000000000000e+03,3.019710000000000036e+02,3.022709999999999582e+02
7.070000000000000000e+02,3.029710000000000036e+02,3.032709999999999582e+02
9.330000000000000000e+02,3.034710000000000036e+02,3.037709999999999582e+02
